userId,movieId,rating
4,3591,0.1111
4,3809,0.5556
4,3897,0.7778
4,3911,0.5556
4,3967,0.7778
4,3996,0.7778
4,4002,0.5556
4,4014,0.1111
4,4020,0.5556
4,4027,0.5556
4,4029,0.5556
4,4033,0.7778
4,4034,1.0
4,4121,0.7778
4,4144,0.5556
4,4226,0.3333
4,4239,1.0
4,4246,0.7778
4,4308,0.1111
4,4641,0.1111
4,4881,0.5556
4,4896,0.7778
4,4902,0.7778
4,4967,1.0
6,2,0.7778
6,3,1.0
6,5,1.0
6,6,0.7778
6,7,0.7778
6,10,0.5556
6,11,0.7778
6,15,0.7778
6,16,0.7778
6,17,0.7778
6,19,0.3333
6,21,0.3333
6,22,1.0
6,24,0.7778
6,25,0.5556
6,26,0.7778
6,31,0.5556
6,32,0.7778
6,34,0.7778
6,36,1.0
6,41,0.7778
6,45,0.5556
6,46,0.7778
6,47,0.7778
6,50,0.1111
6,60,0.7778
6,62,0.7778
6,65,0.5556
6,76,0.7778
6,79,0.5556
6,86,1.0
6,88,0.3333
6,89,0.7778
6,95,0.7778
6,100,0.5556
6,104,0.7778
6,105,0.5556
6,110,1.0
6,112,0.7778
6,135,0.5556
6,140,0.5556
6,141,0.7778
6,145,0.7778
6,150,0.7778
6,151,0.7778
6,153,0.5556
6,158,0.7778
6,159,0.5556
6,160,1.0
6,161,0.5556
6,163,0.5556
6,165,0.5556
6,168,1.0
6,170,0.5556
6,174,0.5556
6,180,0.3333
6,181,0.5556
6,185,0.5556
6,186,0.5556
6,195,0.7778
6,196,0.5556
6,204,0.5556
6,207,0.7778
6,208,0.5556
6,216,0.7778
6,218,0.3333
6,222,0.7778
6,224,0.5556
6,225,0.7778
6,230,1.0
6,231,0.5556
6,234,0.3333
6,236,0.7778
6,237,0.7778
6,239,0.5556
6,248,1.0
6,252,0.7778
6,253,0.5556
6,256,0.5556
6,257,1.0
6,258,0.5556
6,261,0.7778
6,262,1.0
6,265,0.5556
6,266,0.5556
6,267,0.5556
6,273,0.5556
6,276,0.7778
6,277,1.0
6,281,0.7778
6,282,0.5556
6,288,0.3333
6,292,0.7778
6,293,0.5556
6,296,0.3333
6,303,0.5556
6,314,1.0
6,315,0.7778
6,316,1.0
6,317,0.7778
6,318,1.0
6,327,0.1111
6,329,0.7778
6,332,0.5556
6,333,1.0
6,337,1.0
6,339,0.7778
6,342,0.5556
6,344,0.5556
6,348,0.5556
6,349,1.0
6,350,1.0
6,351,0.7778
6,353,0.7778
6,355,0.7778
6,356,1.0
6,357,0.5556
6,361,0.7778
6,362,0.5556
6,364,1.0
6,366,0.5556
6,367,0.7778
6,368,1.0
6,370,0.7778
6,371,0.5556
6,374,0.5556
6,377,1.0
6,380,0.7778
6,381,0.5556
6,382,0.5556
6,383,0.5556
6,405,0.5556
6,410,0.5556
6,412,0.5556
6,415,0.7778
6,419,0.5556
6,432,1.0
6,434,0.7778
6,435,0.5556
6,440,0.7778
6,445,0.5556
6,454,0.7778
6,455,0.5556
6,457,1.0
6,466,0.3333
6,468,0.7778
6,474,0.7778
6,475,0.7778
6,477,0.7778
6,480,1.0
6,485,0.5556
6,489,0.5556
6,490,0.5556
6,491,0.7778
6,493,0.5556
6,494,0.5556
6,497,0.5556
6,500,1.0
6,502,0.5556
6,508,0.7778
6,509,0.5556
6,515,0.7778
6,516,0.7778
6,520,0.5556
6,524,0.5556
6,527,0.5556
6,531,0.5556
6,532,0.5556
6,537,0.5556
6,539,0.5556
6,540,0.5556
6,542,0.7778
6,543,0.5556
6,546,0.3333
6,552,0.5556
6,553,1.0
6,575,0.5556
6,587,1.0
6,588,1.0
6,589,0.5556
6,590,1.0
6,592,0.5556
6,593,0.7778
6,594,0.7778
6,595,1.0
6,596,0.5556
6,597,0.7778
6,608,0.5556
6,609,0.7778
6,616,1.0
6,628,0.5556
6,631,0.7778
6,637,0.7778
6,640,0.1111
6,647,0.7778
6,694,0.5556
6,708,0.7778
6,709,1.0
6,711,0.7778
6,719,0.3333
6,736,1.0
6,762,0.1111
6,765,0.5556
6,780,1.0
6,783,1.0
6,799,0.5556
6,801,0.5556
6,802,0.7778
6,818,0.5556
6,830,1.0
6,837,0.5556
6,838,0.7778
6,839,0.5556
6,842,0.5556
6,852,0.7778
6,880,0.5556
6,986,0.7778
6,991,0.7778
6,996,0.7778
6,999,0.3333
6,1042,0.5556
6,1049,1.0
6,1061,0.7778
6,1064,0.7778
6,1073,0.5556
6,1084,0.5556
7,1,0.8889
7,50,0.8889
7,58,0.5556
7,150,0.8889
7,165,0.7778
7,260,1.0
7,356,1.0
7,380,0.5556
7,466,1.0
7,480,1.0
7,587,0.3333
7,588,0.5556
7,589,0.4444
7,592,0.5556
7,593,1.0
7,595,0.6667
7,648,0.7778
7,750,0.7778
7,780,0.8889
7,920,0.5556
7,924,0.7778
7,1101,0.7778
7,1183,0.2222
7,1196,0.7778
7,1208,0.7778
7,1210,0.7778
7,1219,1.0
7,1220,0.8889
7,1240,1.0
7,1246,0.2222
7,1270,1.0
7,1517,0.6667
7,1584,1.0
7,1610,0.7778
7,1617,0.5556
7,1682,0.5556
7,1784,0.0
7,1917,0.7778
7,1923,0.2222
7,1954,0.8889
7,2019,1.0
7,2324,0.3333
7,2353,0.6667
7,2529,1.0
7,2628,0.2222
7,2640,0.5556
7,2671,0.8889
7,2683,0.3333
7,2688,0.4444
7,2701,0.2222
7,2717,0.6667
7,2762,0.8889
7,2858,0.7778
7,3114,0.8889
7,3354,0.2222
7,3408,0.8889
7,3578,0.2222
7,3623,0.1111
7,3793,0.6667
7,3869,1.0
7,3916,0.7778
7,3977,0.4444
7,3994,0.5556
7,4018,0.7778
7,4223,0.3333
7,4246,0.3333
7,4306,0.7778
7,4310,0.0
7,4370,0.8889
7,4643,0.1111
7,4700,0.2222
7,4874,0.5556
7,4886,0.7778
7,4896,0.7778
7,4963,0.7778
7,4993,0.8889
7,4995,0.8889
7,5218,0.6667
7,5349,0.6667
7,5378,0.0
7,5445,0.7778
7,5459,0.5556
7,5464,0.5556
7,5502,0.2222
7,5618,1.0
7,5816,0.8889
7,5952,0.8889
7,5989,0.7778
7,5991,0.8889
7,6333,0.7778
7,6365,0.7778
7,6534,0.0
7,6539,0.8889
7,6863,0.8889
7,6934,0.3333
7,7143,0.8889
7,7153,0.7778
7,7445,0.7778
7,8360,0.6667
7,8368,0.4444
7,8373,0.3333
7,8528,0.8889
7,8636,0.8889
7,8665,0.6667
7,8783,0.1111
7,8798,0.8889
7,8865,0.1111
7,8907,0.1111
7,8949,0.7778
7,8957,0.7778
7,8958,0.6667
7,8961,0.7778
7,8965,0.1111
7,8970,0.4444
7,8972,0.4444
7,8984,0.7778
7,30812,0.6667
7,30816,0.3333
7,31878,0.6667
7,32029,0.3333
7,32031,0.2222
7,32587,0.6667
7,33162,0.6667
7,33493,0.1111
7,33794,0.3333
7,33836,0.1111
7,34048,0.5556
7,34319,0.8889
7,37741,0.6667
7,45499,0.7778
7,45517,0.8889
7,45668,0.1111
7,46530,0.1111
7,48516,0.1111
7,48783,0.8889
7,49272,0.8889
7,49278,0.6667
7,49286,0.0
10,296,0.1111
10,356,0.6667
10,588,0.7778
10,597,0.6667
10,912,0.7778
10,1028,0.0
10,1088,0.5556
10,1247,0.5556
10,1307,0.5556
10,1784,0.6667
10,1907,0.7778
10,2571,0.0
10,2671,0.6667
10,2762,0.0
10,2858,0.1111
10,2959,0.0
10,3578,0.7778
10,3882,0.5556
10,4246,0.6667
10,4306,0.8889
10,4447,0.8889
10,4993,0.7778
10,4995,0.7778
10,5066,0.5556
10,5377,0.6667
10,5620,0.5556
10,5943,0.5556
10,5952,0.7778
10,5957,0.5556
10,6155,0.5556
10,6377,0.6667
10,6535,0.7778
10,6942,0.7778
10,7149,0.7778
10,7151,0.5556
10,7153,0.7778
10,7154,0.7778
10,7293,0.6667
10,7451,0.6667
10,7458,1.0
10,8529,0.6667
10,8533,1.0
10,8636,0.6667
10,8665,0.6667
10,8961,0.4444
10,8969,0.6667
10,8970,0.1111
10,30749,0.6667
10,31433,0.4444
10,31685,0.8889
10,33679,0.5556
10,33794,1.0
10,40629,0.5556
10,40819,0.7778
10,41285,0.4444
10,47099,0.5556
10,49272,1.0
10,49286,1.0
10,51662,0.5556
10,54286,0.6667
10,56367,0.6667
10,56949,0.5556
10,58047,0.6667
10,58559,0.8889
10,60397,0.5556
10,60950,0.3333
10,61250,0.4444
10,63113,0.6667
10,63992,0.8889
10,64969,0.0
10,66203,0.6667
10,68954,0.7778
10,69406,0.8889
10,69844,0.5556
10,70183,0.5556
10,70293,0.0
10,72011,0.4444
10,72737,0.6667
10,72998,0.4444
10,73017,0.5556
10,78772,0.5556
10,79091,1.0
10,80549,0.6667
10,81845,1.0
10,81847,0.6667
10,84374,0.6667
10,87222,0.6667
10,88163,0.7778
10,88810,0.5556
10,91529,1.0
10,92259,1.0
10,95167,0.7778
10,95510,0.5556
10,96079,1.0
10,97938,0.1111
10,103335,0.7778
10,104374,0.7778
10,106489,0.6667
10,106696,0.8889
10,106782,0.1111
10,109374,0.0
10,109487,0.0
10,119145,0.1111
10,136020,1.0
10,140110,1.0
11,6,1.0
11,10,0.5556
11,36,0.7778
11,44,0.3333
11,95,0.5556
11,110,1.0
11,150,1.0
11,153,0.5556
11,165,0.5556
11,170,0.7778
11,208,0.5556
11,292,0.7778
11,318,0.7778
11,349,1.0
11,356,1.0
11,368,0.5556
11,376,0.3333
11,377,0.5556
11,380,0.7778
11,434,0.5556
11,457,1.0
11,466,0.5556
11,474,0.7778
11,480,0.7778
11,493,0.5556
11,529,1.0
11,589,0.7778
11,593,1.0
11,648,0.7778
11,733,0.7778
11,736,0.7778
11,780,0.7778
11,1100,0.5556
11,1101,1.0
11,1210,0.7778
11,1358,0.7778
11,1370,0.5556
11,1385,0.5556
11,1391,0.1111
11,1408,1.0
11,1438,0.5556
11,1518,0.7778
11,1552,0.7778
11,1573,0.5556
11,1584,1.0
11,1586,0.7778
11,1597,0.7778
11,1608,0.7778
11,1616,0.5556
11,1687,0.5556
11,1693,1.0
11,1704,0.7778
11,1721,1.0
11,1784,1.0
11,1882,0.3333
11,1917,0.7778
11,1918,0.7778
11,1923,0.7778
11,2002,0.3333
11,2028,1.0
15,1,0.4444
15,44,0.1111
15,47,0.6667
15,158,0.1111
15,172,0.1111
15,256,0.5556
15,260,1.0
15,293,0.5556
15,296,0.7778
15,318,1.0
15,355,0.1111
15,356,1.0
15,364,0.5556
15,527,1.0
15,588,0.5556
15,589,1.0
15,596,0.3333
15,780,0.6667
15,849,0.3333
15,858,0.7778
15,1196,1.0
15,1198,0.7778
15,1200,1.0
15,1210,1.0
15,1214,1.0
15,1240,0.7778
15,1265,0.6667
15,1270,1.0
15,1347,0.5556
15,1527,0.5556
15,1653,0.8889
15,1909,0.4444
15,2001,1.0
15,2011,1.0
15,2012,0.7778
15,2028,0.6667
15,2081,0.5556
15,2085,0.2222
15,2150,1.0
15,2278,0.4444
15,2329,0.8889
15,2571,0.7778
15,2762,0.5556
15,2858,0.7778
15,2916,0.8889
15,2959,0.4444
15,3147,1.0
15,3156,1.0
15,3499,0.7778
15,3510,1.0
15,3535,0.6667
15,3555,0.7778
15,3578,1.0
15,3617,0.2222
15,3753,0.5556
15,3949,0.7778
15,3994,0.5556
15,4018,0.7778
15,4022,0.6667
15,4226,0.2222
15,4306,0.5556
15,4370,0.7778
15,4720,1.0
15,4886,0.6667
15,4993,0.6667
15,4995,1.0
15,5445,0.7778
15,5618,0.5556
15,5952,0.6667
15,5971,0.3333
15,5989,1.0
15,6377,0.5556
15,6502,0.6667
15,6874,0.5556
15,7254,0.6667
15,7438,0.5556
15,8360,0.4444
15,8644,0.6667
15,8961,0.4444
15,33493,1.0
15,48304,0.8889
15,48774,0.5556
15,48780,0.8889
15,50872,0.5556
15,56174,0.6667
15,58559,0.3333
15,59315,0.3333
15,60069,0.6667
15,63859,0.5556
15,64614,0.7778
15,68237,0.5556
15,68954,0.6667
15,69757,0.7778
15,70286,0.6667
15,71057,0.7778
15,71264,0.4444
15,72998,0.5556
15,79132,0.6667
15,84152,1.0
15,84954,0.8889
15,85414,0.6667
15,89745,0.3333
15,91500,0.5556
15,91529,0.3333
15,94864,0.5556
15,96610,0.5556
15,97938,0.7778
15,99114,0.1111
15,101864,0.7778
15,103249,0.6667
15,104841,0.8889
15,105504,0.7778
15,109374,0.3333
15,109487,0.7778
15,110102,0.2222
15,111759,0.8889
15,112556,0.8889
15,112852,0.2222
15,115149,0.3333
15,115713,0.3333
15,120466,0.4444
15,122882,0.3333
15,122886,1.0
15,122904,0.3333
15,122922,0.3333
15,122924,0.1111
15,134130,0.7778
15,134853,0.8889
15,152077,1.0
15,152081,0.5556
15,166528,1.0
16,47,0.6667
16,50,0.7778
16,111,0.8889
16,204,0.3333
16,260,0.5556
16,293,0.7778
16,296,0.5556
16,318,0.7778
16,319,0.7778
16,356,0.6667
16,527,0.7778
16,541,0.8889
16,593,0.5556
16,608,0.8889
16,745,0.7778
16,750,0.8889
16,849,0.7778
16,858,0.4444
16,904,0.6667
16,912,0.6667
16,913,0.7778
16,923,0.6667
16,1089,0.7778
16,1136,0.7778
16,1147,0.7778
16,1148,0.7778
16,1186,0.6667
16,1188,0.4444
16,1193,0.7778
16,1196,0.5556
16,1197,0.7778
16,1198,0.6667
16,1199,1.0
16,1201,0.5556
16,1203,0.7778
16,1207,0.7778
16,1208,0.7778
16,1213,0.6667
16,1214,0.7778
16,1219,0.5556
16,1222,0.8889
16,1223,0.7778
16,1230,0.7778
16,1247,0.7778
16,1252,0.8889
16,1260,0.7778
16,1261,0.7778
16,1267,0.7778
16,1276,0.7778
16,1281,0.5556
16,1299,0.7778
16,1617,0.6667
16,1680,0.6667
16,1704,0.6667
16,2019,0.7778
16,2109,0.6667
16,2329,0.6667
16,2427,0.2222
16,2490,0.5556
16,2571,0.6667
16,2641,0.5556
16,2707,0.6667
16,2723,0.6667
16,2762,0.6667
16,2858,0.6667
16,2959,0.6667
16,3000,0.7778
16,3108,0.7778
16,3174,0.6667
16,3429,0.6667
16,3683,0.7778
16,3741,0.7778
16,3949,0.7778
16,4002,0.6667
16,4011,0.5556
16,4226,0.8889
16,4878,0.6667
16,4973,0.7778
16,4993,0.6667
16,5618,0.8889
16,5782,0.7778
16,5952,0.6667
16,5971,0.7778
16,6350,0.6667
16,7099,0.6667
16,7153,0.6667
16,7361,0.6667
16,27611,0.7778
16,27773,0.7778
16,48394,0.7778
16,58559,0.8889
16,60069,0.7778
16,68954,0.7778
16,78499,0.8889
16,79132,0.5556
16,91529,0.8889
17,1,0.8889
17,44,0.6667
17,47,0.7778
17,50,0.8889
17,110,0.8889
17,111,0.7778
17,150,0.6667
17,260,1.0
17,293,0.6667
17,296,1.0
17,318,1.0
17,356,1.0
17,480,0.8889
17,527,0.8889
17,541,0.6667
17,589,0.8889
17,590,0.8889
17,592,0.8889
17,593,0.8889
17,750,0.8889
17,780,0.7778
17,858,1.0
17,899,0.6667
17,904,0.7778
17,910,0.6667
17,1032,0.8889
17,1036,0.7778
17,1089,0.7778
17,1090,0.8889
17,1093,0.7778
17,1100,0.6667
17,1193,0.8889
17,1196,1.0
17,1197,0.6667
17,1198,0.8889
17,1201,1.0
17,1206,1.0
17,1209,0.6667
17,1210,1.0
17,1213,0.8889
17,1221,0.8889
17,1222,0.8889
17,1228,0.8889
17,1234,0.7778
17,1240,1.0
17,1252,0.7778
17,1258,0.7778
17,1259,0.7778
17,1263,0.7778
17,1270,0.8889
17,1291,0.7778
17,1358,0.5556
17,1375,0.6667
17,1405,0.7778
17,1466,0.5556
17,1732,1.0
17,1967,0.7778
17,2005,0.7778
17,2019,0.6667
17,2028,0.8889
17,2194,0.7778
17,2329,0.8889
17,2502,0.8889
17,2571,1.0
17,2717,0.6667
17,2762,0.7778
17,2858,0.7778
17,2959,0.8889
17,3039,0.8889
17,3147,0.8889
17,3263,0.7778
17,3435,0.6667
17,3508,0.7778
17,3681,0.8889
17,3702,0.6667
17,3949,0.8889
17,4226,0.7778
17,4571,0.7778
17,4993,0.8889
17,5618,1.0
17,5782,0.7778
17,5952,1.0
17,5971,0.7778
17,6016,0.8889
17,6350,1.0
17,6870,0.6667
17,7099,1.0
17,7153,0.8889
17,7482,0.7778
17,27773,0.7778
17,31658,0.8889
17,33794,0.7778
17,48394,0.8889
17,48516,0.7778
17,58559,0.8889
17,60069,0.6667
17,64839,0.6667
17,68157,0.7778
17,68358,0.8889
17,77455,0.6667
17,78499,0.7778
17,79132,0.8889
17,80463,0.7778
17,81932,0.6667
17,82459,0.7778
18,1,0.6667
18,2,0.5556
18,6,0.7778
18,16,0.8889
18,32,0.7778
18,34,0.4444
18,36,0.7778
18,47,0.8889
18,50,1.0
18,70,0.6667
18,104,0.4444
18,110,0.8889
18,111,0.7778
18,145,0.6667
18,163,0.7778
18,165,0.7778
18,180,0.7778
18,208,0.5556
18,223,0.7778
18,231,0.4444
18,235,0.8889
18,260,0.7778
18,288,0.7778
18,293,0.8889
18,296,0.7778
18,318,1.0
18,329,0.7778
18,337,0.7778
18,344,0.4444
18,356,0.8889
18,364,0.5556
18,367,0.4444
18,370,0.5556
18,374,0.4444
18,377,0.4444
18,380,0.4444
18,431,0.7778
18,435,0.3333
18,442,0.5556
18,457,0.6667
18,466,0.4444
18,480,0.6667
18,500,0.6667
18,502,0.3333
18,508,0.7778
18,527,0.8889
18,541,0.7778
18,555,0.7778
18,586,0.6667
18,588,0.6667
18,589,0.8889
18,590,0.7778
18,593,0.8889
18,595,0.5556
18,608,0.8889
18,628,0.6667
18,648,0.5556
18,653,0.5556
18,673,0.5556
18,745,0.7778
18,778,0.8889
18,780,0.7778
18,784,0.3333
18,849,0.6667
18,858,0.7778
18,904,0.8889
18,908,0.7778
18,913,0.7778
18,919,0.7778
18,923,1.0
18,924,0.7778
18,1020,0.6667
18,1036,0.7778
18,1059,0.6667
18,1080,0.8889
18,1086,0.7778
18,1089,0.7778
18,1095,0.7778
18,1136,0.8889
18,1148,0.8889
18,1193,0.8889
18,1196,0.7778
18,1198,0.7778
18,1201,1.0
18,1203,1.0
18,1206,0.8889
18,1207,0.8889
18,1208,0.6667
18,1209,1.0
18,1210,0.8889
18,1212,0.8889
18,1213,0.8889
18,1214,0.7778
18,1219,0.8889
18,1221,1.0
18,1222,0.8889
18,1223,0.8889
18,1227,0.8889
18,1234,0.8889
18,1240,0.7778
18,1245,0.7778
18,1246,0.7778
18,1247,0.8889
18,1252,0.7778
18,1260,0.7778
18,1270,0.7778
18,1275,0.6667
18,1276,0.7778
18,1291,0.7778
18,1356,0.8889
18,1370,0.6667
18,1371,0.7778
18,1374,0.8889
18,1375,0.6667
18,1391,0.5556
18,1466,0.7778
18,1517,0.4444
18,1527,0.6667
18,1544,0.6667
18,1580,0.6667
18,1608,0.5556
18,1617,0.7778
18,1625,0.6667
18,1653,0.6667
18,1676,0.6667
18,1682,0.5556
18,1704,0.7778
18,1721,0.7778
18,1729,0.7778
18,1732,0.8889
18,1784,0.6667
18,1805,0.6667
18,1892,0.7778
18,1917,0.5556
18,1918,0.6667
18,1954,0.7778
18,1961,0.7778
18,2000,0.7778
18,2001,0.6667
18,2002,0.6667
18,2011,0.6667
18,2012,0.5556
18,2019,0.7778
18,2028,0.7778
18,2058,0.6667
18,2115,0.7778
18,2194,0.6667
18,2268,0.7778
18,2278,0.6667
18,2291,0.7778
18,2324,0.8889
18,2329,0.7778
18,2409,0.7778
18,2410,0.6667
18,2411,0.5556
18,2412,0.5556
18,2420,0.7778
18,2421,0.5556
18,2422,0.5556
18,2470,0.5556
18,2490,0.6667
18,2542,0.8889
18,2571,0.8889
18,2683,0.4444
18,2692,0.5556
18,2706,0.6667
18,2762,0.8889
18,2918,0.6667
18,2951,0.8889
18,2953,0.5556
18,2959,0.8889
18,2997,0.7778
18,3052,0.8889
18,3081,0.7778
18,3147,0.7778
18,3253,0.5556
18,3257,0.5556
18,3275,0.8889
18,3462,0.7778
18,3578,0.8889
18,3681,0.8889
18,3702,0.6667
18,3751,0.6667
18,3785,0.3333
18,3793,0.7778
18,3949,0.8889
18,3994,0.4444
18,4007,0.7778
18,4011,0.8889
18,4226,0.8889
18,4239,0.7778
18,4262,0.7778
18,4306,0.7778
18,4327,0.7778
18,4643,0.5556
18,4728,0.5556
18,4816,0.5556
18,4886,0.7778
18,4896,0.6667
18,4963,0.7778
18,4973,0.7778
18,4993,0.8889
18,4995,0.8889
18,5218,0.7778
18,5266,0.6667
18,5349,0.7778
18,5418,0.7778
18,5445,0.7778
18,5459,0.4444
18,5464,0.7778
18,5481,0.5556
18,5574,0.6667
18,5608,0.7778
18,5669,0.6667
18,5679,0.7778
18,5816,0.6667
18,5903,0.6667
18,5944,0.4444
18,5952,0.6667
18,5956,0.7778
18,5989,0.7778
18,5995,0.8889
18,6287,0.5556
18,6333,0.7778
18,6365,0.6667
18,6373,0.6667
18,6377,0.7778
18,6378,0.5556
18,6440,0.8889
