movieId,title
2384,Babe: Pig in the City (1998)
2387,Very Bad Things (1998)
2391,"Simple Plan, A (1998)"
2393,Star Trek: Insurrection (1998)
2394,"Prince of Egypt, The (1998)"
2395,Rushmore (1998)
2396,Shakespeare in Love (1998)
2398,Miracle on 34th Street (1947)
2402,Rambo: First Blood Part II (1985)
2403,First Blood (Rambo: First Blood) (1982)
2404,Rambo III (1988)
2405,"Jewel of the Nile, The (1985)"
2406,Romancing the Stone (1984)
2407,Cocoon (1985)
2409,Rocky II (1979)
2410,Rocky III (1982)
2411,Rocky IV (1985)
2412,Rocky V (1990)
2413,Clue (1985)
2414,Young Sherlock Holmes (1985)
2416,Back to School (1986)
2420,"Karate Kid, The (1984)"
2421,"Karate Kid, Part II, The (1986)"
2422,"Karate Kid, Part III, The (1989)"
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989)
2424,You've Got Mail (1998)
2427,"Thin Red Line, The (1998)"
2428,"Faculty, The (1998)"
2431,Patch Adams (1998)
2433,"Civil Action, A (1998)"
2447,Varsity Blues (1999)
2450,Howard the Duck (1986)
2454,"Fly, The (1958)"
2455,"Fly, The (1986)"
2459,"Texas Chainsaw Massacre, The (1974)"
2463,Ruthless People (1986)
2467,"Name of the Rose, The (Name der Rose, Der) (1986)"
2468,Jumpin' Jack Flash (1986)
2470,Crocodile Dundee (1986)
2471,Crocodile Dundee II (1988)
2474,"Color of Money, The (1986)"
2476,Heartbreak Ridge (1986)
2478,¡Three Amigos! (1986)
2485,She's All That (1999)
2490,Payback (1999)
2496,Blast from the Past (1999)
2501,October Sky (1999)
2502,Office Space (1999)
2505,8MM (1999)
2527,Westworld (1973)
2528,Logan's Run (1976)
2529,Planet of the Apes (1968)
2530,Beneath the Planet of the Apes (1970)
2532,Conquest of the Planet of the Apes (1972)
2533,Escape from the Planet of the Apes (1971)
2539,Analyze This (1999)
2541,Cruel Intentions (1999)
2542,"Lock, Stock & Two Smoking Barrels (1998)"
2565,"King and I, The (1956)"
2567,EDtv (1999)
2571,"Matrix, The (1999)"
2572,10 Things I Hate About You (1999)
2580,Go (1999)
2581,Never Been Kissed (1999)
2583,Cookie's Fortune (1999)
2596,SLC Punk! (1998)
2598,Pushing Tin (1999)
2599,Election (1999)
2600,eXistenZ (1999)
2605,Entrapment (1999)
2606,Idle Hands (1999)
2616,Dick Tracy (1990)
2617,"Mummy, The (1999)"
2622,William Shakespeare's A Midsummer Night's Dream (1999)
2628,Star Wars: Episode I - The Phantom Menace (1999)
2640,Superman (1978)
2641,Superman II (1980)
2642,Superman III (1983)
2643,Superman IV: The Quest for Peace (1987)
2648,Frankenstein (1931)
2657,"Rocky Horror Picture Show, The (1975)"
2662,"War of the Worlds, The (1953)"
2664,Invasion of the Body Snatchers (1956)
2671,Notting Hill (1999)
2672,"Thirteenth Floor, The (1999)"
2683,Austin Powers: The Spy Who Shagged Me (1999)
2686,"Red Violin, The (Violon rouge, Le) (1998)"
2687,Tarzan (1999)
2688,"General's Daughter, The (1999)"
2692,Run Lola Run (Lola rennt) (1998)
2694,Big Daddy (1999)
2699,Arachnophobia (1990)
2700,"South Park: Bigger, Longer and Uncut (1999)"
2701,Wild Wild West (1999)
2702,Summer of Sam (1999)
2706,American Pie (1999)
2707,Arlington Road (1999)
2710,"Blair Witch Project, The (1999)"
2712,Eyes Wide Shut (1999)
2713,Lake Placid (1999)
2716,Ghostbusters (a.k.a. Ghost Busters) (1984)
2717,Ghostbusters II (1989)
2719,"Haunting, The (1999)"
2720,Inspector Gadget (1999)
2722,Deep Blue Sea (1999)
2723,Mystery Men (1999)
2724,Runaway Bride (1999)
2728,Spartacus (1960)
2731,"400 Blows, The (Les quatre cents coups) (1959)"
2735,"Golden Child, The (1986)"
2739,"Color Purple, The (1985)"
2746,Little Shop of Horrors (1986)
2761,"Iron Giant, The (1999)"
2762,"Sixth Sense, The (1999)"
2763,"Thomas Crown Affair, The (1999)"
2770,Bowfinger (1999)
2779,Heaven Can Wait (1978)
2788,Monty Python's And Now for Something Completely Different (1971)
2791,Airplane! (1980)
2792,Airplane II: The Sequel (1982)
2794,European Vacation (aka National Lampoon's European Vacation) (1985)
2795,National Lampoon's Vacation (1983)
2796,Funny Farm (1988)
2797,Big (1988)
2798,Problem Child (1990)
2802,Tequila Sunrise (1988)
2803,"Pelican Brief, The (1993)"
2804,"Christmas Story, A (1983)"
2805,Mickey Blue Eyes (1999)
2808,Universal Soldier (1992)
2819,Three Days of the Condor (3 Days of the Condor) (1975)
2822,Medicine Man (1992)
2826,"13th Warrior, The (1999)"
2827,"Astronaut's Wife, The (1999)"
2840,Stigmata (1999)
2841,Stir of Echoes (1999)
2857,Yellow Submarine (1968)
2858,American Beauty (1999)
2863,"Hard Day's Night, A (1964)"
2867,Fright Night (1985)
2871,Deliverance (1972)
2872,Excalibur (1981)
2881,Double Jeopardy (1999)
2890,Three Kings (1999)
2901,Phantasm (1979)
2908,Boys Don't Cry (1999)
2912,"Limey, The (1999)"
2915,Risky Business (1983)
2916,Total Recall (1990)
2918,Ferris Bueller's Day Off (1986)
2921,High Plains Drifter (1973)
2926,Hairspray (1988)
2942,Flashdance (1983)
2944,"Dirty Dozen, The (1967)"
2947,Goldfinger (1964)
2948,From Russia with Love (1963)
2949,Dr. No (1962)
2950,"Blue Lagoon, The (1980)"
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)"
2952,Sydney (Hard Eight) (1996)
2953,Home Alone 2: Lost in New York (1992)
2959,Fight Club (1999)
2966,"Straight Story, The (1999)"
2968,Time Bandits (1981)
2973,Crimes and Misdemeanors (1989)
2985,RoboCop (1987)
2986,RoboCop 2 (1990)
2987,Who Framed Roger Rabbit? (1988)
2989,For Your Eyes Only (1981)
2990,Licence to Kill (1989)
2991,Live and Let Die (1973)
2993,Thunderball (1965)
2995,House on Haunted Hill (1999)
2997,Being John Malkovich (1999)
3000,Princess Mononoke (Mononoke-hime) (1997)
3004,"Bachelor, The (1999)"
3005,"Bone Collector, The (1999)"
3006,"Insider, The (1999)"
3016,Creepshow (1982)
3020,Falling Down (1993)
3030,Yojimbo (1961)
3033,Spaceballs (1987)
3034,Robin Hood (1973)
3035,Mister Roberts (1955)
3037,Little Big Man (1970)
3039,Trading Places (1983)
3044,Dead Again (1991)
3052,Dogma (1999)
3053,"Messenger: The Story of Joan of Arc, The (1999)"
3060,"Commitments, The (1991)"
3062,"Longest Day, The (1962)"
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)"
3072,Moonstruck (1987)
3081,Sleepy Hollow (1999)
3082,"World Is Not Enough, The (1999)"
3083,All About My Mother (Todo sobre mi madre) (1999)
3087,Scrooged (1988)
3088,Harvey (1950)
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)
3098,"Natural, The (1984)"
3100,"River Runs Through It, A (1992)"
3101,Fatal Attraction (1987)
3104,Midnight Run (1988)
3105,Awakenings (1990)
3107,Backdraft (1991)
3108,"Fisher King, The (1991)"
3113,End of Days (1999)
3114,Toy Story 2 (1999)
3146,Deuce Bigalow: Male Gigolo (1999)
3147,"Green Mile, The (1999)"
3148,"Cider House Rules, The (1999)"
3156,Bicentennial Man (1999)
3157,Stuart Little (1999)
3159,Fantasia 2000 (1999)
3160,Magnolia (1999)
3168,Easy Rider (1969)
3173,Any Given Sunday (1999)
3174,Man on the Moon (1999)
3175,Galaxy Quest (1999)
3176,"Talented Mr. Ripley, The (1999)"
3178,"Hurricane, The (1999)"
3186,"Girl, Interrupted (1999)"
3189,My Dog Skip (1999)
3198,Papillon (1973)
3203,Dead Calm (1989)
3210,Fast Times at Ridgemont High (1982)
3213,Batman: Mask of the Phantasm (1993)
3219,Pacific Heights (1990)
3243,Encino Man (1992)
3244,"Goodbye Girl, The (1977)"
3246,Malcolm X (1992)
3247,Sister Act (1992)
3248,Sister Act 2: Back in the Habit (1993)
3252,Scent of a Woman (1992)
3253,Wayne's World (1992)
3254,Wayne's World 2 (1993)
3255,"League of Their Own, A (1992)"
3256,Patriot Games (1992)
3257,"Bodyguard, The (1992)"
3258,Death Becomes Her (1992)
3259,Far and Away (1992)
3260,Howards End (1992)
3261,Singles (1992)
3262,Twin Peaks: Fire Walk with Me (1992)
3263,White Men Can't Jump (1992)
3264,Buffy the Vampire Slayer (1992)
3267,"Mariachi, El (1992)"
3268,Stop! Or My Mom Will Shoot (1992)
3269,Forever Young (1992)
3270,"Cutting Edge, The (1992)"
3271,Of Mice and Men (1992)
3273,Scream 3 (2000)
3274,Single White Female (1992)
3275,"Boondock Saints, The (2000)"
3285,"Beach, The (2000)"
3298,Boiler Room (2000)
3300,Pitch Black (2000)
3301,"Whole Nine Yards, The (2000)"
3307,City Lights (1931)
3316,Reindeer Games (2000)
3317,Wonder Boys (2000)
3328,Ghost Dog: The Way of the Samurai (1999)
3354,Mission to Mars (2000)
3355,"Ninth Gate, The (1999)"
3359,Breaking Away (1979)
3360,Hoosiers (a.k.a. Best Shot) (1986)
3361,Bull Durham (1988)
3362,Dog Day Afternoon (1975)
3363,American Graffiti (1973)
3386,JFK (1991)
3388,Harry and the Hendersons (1987)
3396,"Muppet Movie, The (1979)"
3397,"Great Muppet Caper, The (1981)"
3398,"Muppets Take Manhattan, The (1984)"
3408,Erin Brockovich (2000)
3409,Final Destination (2000)
3418,Thelma & Louise (1991)
3421,Animal House (1978)
3424,Do the Right Thing (1989)
3429,Creature Comforts (1989)
3435,Double Indemnity (1944)
3438,Teenage Mutant Ninja Turtles (1990)
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
3440,Teenage Mutant Ninja Turtles III (1993)
3441,Red Dawn (1984)
3448,"Good Morning, Vietnam (1987)"
3450,Grumpy Old Men (1993)
3451,Guess Who's Coming to Dinner (1967)
3452,Romeo Must Die (2000)
3461,Lord of the Flies (1963)
3462,Modern Times (1936)
3468,"Hustler, The (1961)"
3471,Close Encounters of the Third Kind (1977)
3476,Jacob's Ladder (1990)
3477,Empire Records (1995)
3479,Ladyhawke (1985)
3481,High Fidelity (2000)
3483,"Road to El Dorado, The (2000)"
3489,Hook (1991)
3499,Misery (1990)
3503,Solaris (Solyaris) (1972)
3504,Network (1976)
3507,"Odd Couple, The (1968)"
3508,"Outlaw Josey Wales, The (1976)"
3510,Frequency (2000)
3526,Parenthood (1989)
3527,Predator (1987)
3534,28 Days (2000)
3535,American Psycho (2000)
3536,Keeping the Faith (2000)
3543,Diner (1982)
3551,Marathon Man (1976)
3552,Caddyshack (1980)
3555,U-571 (2000)
3556,"Virgin Suicides, The (1999)"
3564,"Flintstones in Viva Rock Vegas, The (2000)"
3578,Gladiator (2000)
3591,Mr. Mom (1983)
3593,Battlefield Earth (2000)
3608,Pee-wee's Big Adventure (1985)
3615,Dinosaur (2000)
3617,Road Trip (2000)
3618,Small Time Crooks (2000)
3623,Mission: Impossible II (2000)
3624,Shanghai Noon (2000)
3633,On Her Majesty's Secret Service (1969)
3635,"Spy Who Loved Me, The (1977)"
3638,Moonraker (1979)
3639,"Man with the Golden Gun, The (1974)"
3646,Big Momma's House (2000)
3654,"Guns of Navarone, The (1961)"
3668,Romeo and Juliet (1968)
3671,Blazing Saddles (1974)
3681,For a Few Dollars More (Per qualche dollaro in più) (1965)
3683,Blood Simple (1984)
3686,Flatliners (1990)
3688,Porky's (1982)
3697,Predator 2 (1990)
3698,"Running Man, The (1987)"
3699,Starman (1984)
3701,Alien Nation (1988)
3702,Mad Max (1979)
3703,"Road Warrior, The (Mad Max 2) (1981)"
3704,Mad Max Beyond Thunderdome (1985)
3717,Gone in 60 Seconds (2000)
3730,"Conversation, The (1974)"
3735,Serpico (1973)
3740,Big Trouble in Little China (1986)
3741,Badlands (1973)
3744,Shaft (2000)
3745,Titan A.E. (2000)
3751,Chicken Run (2000)
3752,"Me, Myself & Irene (2000)"
3753,"Patriot, The (2000)"
3755,"Perfect Storm, The (2000)"
3763,F/X (1986)
3783,Croupier (1998)
3784,"Kid, The (2000)"
3785,Scary Movie (2000)
3791,Footloose (1984)
3793,X-Men (2000)
3798,What Lies Beneath (2000)
3809,What About Bob? (1991)
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972)
3821,Nutty Professor II: The Klumps (2000)
3824,Autumn in New York (2000)
3825,Coyote Ugly (2000)
3826,Hollow Man (2000)
3827,Space Cowboys (2000)
3831,Saving Grace (2000)
3836,Kelly's Heroes (1970)
3852,"Tao of Steve, The (2000)"
3861,"Replacements, The (2000)"
3863,"Cell, The (2000)"
3868,"Naked Gun: From the Files of Police Squad!, The (1988)"
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)"
3882,Bring It On (2000)
3893,Nurse Betty (2000)
3897,Almost Famous (2000)
3910,Dancer in the Dark (2000)
3911,Best in Show (2000)
3916,Remember the Titans (2000)
3917,Hellraiser (1987)
3948,Meet the Parents (2000)
3949,Requiem for a Dream (2000)
3967,Billy Elliot (2000)
3968,Bedazzled (2000)
3969,Pay It Forward (2000)
3972,"Legend of Drunken Master, The (Jui kuen II) (1994)"
3977,Charlie's Angels (2000)
3978,"Legend of Bagger Vance, The (2000)"
3979,Little Nicky (2000)
3980,Men of Honor (2000)
3981,Red Planet (2000)
3984,Diamonds Are Forever (1971)
3986,"6th Day, The (2000)"
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)
3994,Unbreakable (2000)
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
3997,Dungeons & Dragons (2000)
3998,Proof of Life (2000)
3999,Vertical Limit (2000)
4002,"Planes, Trains & Automobiles (1987)"
4005,"Living Daylights, The (1987)"
4007,Wall Street (1987)
4008,Born on the Fourth of July (1989)
4011,Snatch (2000)
4014,Chocolat (2000)
4015,"Dude, Where's My Car? (2000)"
4016,"Emperor's New Groove, The (2000)"
4017,Pollock (2000)
4018,What Women Want (2000)
4019,Finding Forrester (2000)
4020,"Gift, The (2000)"
4022,Cast Away (2000)
4023,"Family Man, The (2000)"
4025,Miss Congeniality (2000)
4027,"O Brother, Where Art Thou? (2000)"
4029,State and Main (2000)
4033,Thirteen Days (2000)
4034,Traffic (2000)
4036,Shadow of the Vampire (2000)
4039,Annie (1982)
4040,Don't Tell Mom the Babysitter's Dead (1991)
4041,"Officer and a Gentleman, An (1982)"
4054,Save the Last Dance (2001)
4069,"Wedding Planner, The (2001)"
4084,Beverly Hills Cop II (1987)
4085,Beverly Hills Cop (1984)
4105,"Evil Dead, The (1981)"
4121,Innerspace (1987)
4128,"Lost Boys, The (1987)"
4144,In the Mood For Love (Fa yeung nin wa) (2000)
4148,Hannibal (2001)
4149,Saving Silverman (Evil Woman) (2001)
4153,Down to Earth (2001)
4161,"Mexican, The (2001)"
4214,Revenge of the Nerds (1984)
4223,Enemy at the Gates (2001)
4226,Memento (2000)
4232,Spy Kids (2001)
4235,Amores Perros (Love's a Bitch) (2000)
4238,Along Came a Spider (2001)
4239,Blow (2001)
4246,Bridget Jones's Diary (2001)
4247,Joe Dirt (2001)
4254,Crocodile Dundee in Los Angeles (2001)
4262,Scarface (1983)
4270,"Mummy Returns, The (2001)"
4291,Nine to Five (a.k.a. 9 to 5) (1980)
4299,"Knight's Tale, A (2001)"
4306,Shrek (2001)
4308,Moulin Rouge (2001)
4310,Pearl Harbor (2001)
4321,City Slickers (1991)
4326,Mississippi Burning (1988)
4327,"Magnificent Seven, The (1960)"
4340,"Animal, The (2001)"
4343,Evolution (2001)
4344,Swordfish (2001)
4351,Point Break (1991)
4361,Tootsie (1982)
4366,Atlantis: The Lost Empire (2001)
4367,Lara Croft: Tomb Raider (2001)
4368,Dr. Dolittle 2 (2001)
4369,"Fast and the Furious, The (2001)"
4370,A.I. Artificial Intelligence (2001)
4378,Sexy Beast (2000)
4386,Cats & Dogs (2001)
4388,Scary Movie 2 (2001)
4446,Final Fantasy: The Spirits Within (2001)
4447,Legally Blonde (2001)
4448,"Score, The (2001)"
4467,"Adventures of Baron Munchausen, The (1988)"
4487,Cocktail (1988)
4489,Coming to America (1988)
4499,Dirty Rotten Scoundrels (1988)
4545,Short Circuit (1986)
4558,Twins (1988)
4571,Bill & Ted's Excellent Adventure (1989)
4621,Look Who's Talking (1989)
4623,Major League (1989)
4638,Jurassic Park III (2001)
4639,America's Sweethearts (2001)
4641,Ghost World (2001)
4642,Hedwig and the Angry Inch (2000)
4643,Planet of the Apes (2001)
4677,Turner & Hooch (1989)
4679,Uncle Buck (1989)
4700,"Princess Diaries, The (2001)"
4701,Rush Hour 2 (2001)
4718,American Pie 2 (2001)
4720,"Others, The (2001)"
4728,Rat Race (2001)
4734,Jay and Silent Bob Strike Back (2001)
4776,Training Day (2001)
4816,Zoolander (2001)
4823,Serendipity (2001)
4848,Mulholland Drive (2001)
4855,Dirty Harry (1971)
4865,From Hell (2001)
4873,Waking Life (2001)
4874,K-PAX (2001)
4876,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001)
4878,Donnie Darko (2001)
4881,"Man Who Wasn't There, The (2001)"
4886,"Monsters, Inc. (2001)"
4887,"One, The (2001)"
4890,Shallow Hal (2001)
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)
4901,Spy Game (2001)
4954,Ocean's Eleven (a.k.a. Ocean's 11) (1960)
4958,Behind Enemy Lines (2001)
4963,Ocean's Eleven (2001)
4967,No Man's Land (2001)
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
4974,Not Another Teen Movie (2001)
4975,Vanilla Sky (2001)
4979,"Royal Tenenbaums, The (2001)"
4980,Bill & Ted's Bogus Journey (1991)
4992,Kate & Leopold (2001)
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
4995,"Beautiful Mind, A (2001)"
5010,Black Hawk Down (2001)
5013,Gosford Park (2001)
5014,I Am Sam (2001)
5015,Monster's Ball (2001)
5025,Orange County (2002)
5026,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)"
5049,48 Hrs. (1982)
5060,M*A*S*H (a.k.a. MASH) (1970)
5064,The Count of Monte Cristo (2002)
5065,"Mothman Prophecies, The (2002)"
5066,"Walk to Remember, A (2002)"
5072,Metropolis (2001)
5103,"Sandlot, The (1993)"
5108,John Q (2002)
5110,Super Troopers (2001)
5128,Queen of the Damned (2002)
5135,Monsoon Wedding (2001)
5151,40 Days and 40 Nights (2002)
5152,We Were Soldiers (2002)
5171,"Time Machine, The (2002)"
5218,Ice Age (2002)
5219,Resident Evil (2002)
5225,And Your Mother Too (Y tu mamá también) (2001)
5254,Blade II (2002)
5265,Death to Smoochy (2002)
5266,Panic Room (2002)
5267,"Rookie, The (2002)"
5283,National Lampoon's Van Wilder (2002)
5291,Rashomon (Rashômon) (1950)
5294,Frailty (2001)
5299,My Big Fat Greek Wedding (2002)
5308,Three Men and a Baby (1987)
5313,The Scorpion King (2002)
5349,Spider-Man (2002)
5377,About a Boy (2002)
5378,Star Wars: Episode II - Attack of the Clones (2002)
5388,Insomnia (2002)
5400,"Sum of All Fears, The (2002)"
5418,"Bourne Identity, The (2002)"
5419,Scooby-Doo (2002)
5444,Lilo & Stitch (2002)
5445,Minority Report (2002)
5449,Mr. Deeds (2002)
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)
5463,Reign of Fire (2002)
5464,Road to Perdition (2002)
5481,Austin Powers in Goldmember (2002)
5502,Signs (2002)
5505,"Good Girl, The (2002)"
5507,xXx (2002)
5528,One Hour Photo (2002)
5541,Hot Shots! (1991)
5574,"Transporter, The (2002)"
5577,Igby Goes Down (2002)
5608,"Das Experiment (Experiment, The) (2001)"
5617,Secretary (2002)
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001)
5620,Sweet Home Alabama (2002)
5630,Red Dragon (2002)
5650,Strange Brew (1983)
5669,Bowling for Columbine (2002)
5673,Punch-Drunk Love (2002)
5679,"Ring, The (2002)"
5690,Grave of the Fireflies (Hotaru no haka) (1988)
5693,Saturday Night Fever (1977)
5782,"Professional, The (Le professionnel) (1981)"
5785,Jackass: The Movie (2002)
5791,Frida (2002)
5810,8 Mile (2002)
5812,Far from Heaven (2002)
5816,Harry Potter and the Chamber of Secrets (2002)
5872,Die Another Day (2002)
5878,Talk to Her (Hable con Ella) (2002)
5881,Solaris (2002)
5902,Adaptation (2002)
5903,Equilibrium (2002)
5943,Maid in Manhattan (2002)
5944,Star Trek: Nemesis (2002)
5945,About Schmidt (2002)
5952,"Lord of the Rings: The Two Towers, The (2002)"
5954,25th Hour (2002)
5956,Gangs of New York (2002)
5957,Two Weeks Notice (2002)
5971,My Neighbor Totoro (Tonari no Totoro) (1988)
5989,Catch Me If You Can (2002)
5991,Chicago (2002)
5992,"Hours, The (2002)"
5995,"Pianist, The (2002)"
6003,Confessions of a Dangerous Mind (2002)
6016,City of God (Cidade de Deus) (2002)
6059,"Recruit, The (2003)"
6155,How to Lose a Guy in 10 Days (2003)
6156,Shanghai Knights (2003)
6157,Daredevil (2003)
6188,Old School (2003)
6218,Bend It Like Beckham (2002)
6242,Ringu (Ring) (1998)
6281,Phone Booth (2002)
6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001)
6287,Anger Management (2003)
6294,Bulletproof Monk (2003)
6296,"Mighty Wind, A (2003)"
6297,Holes (2003)
6323,Identity (2003)
6331,Spellbound (2002)
6333,X2: X-Men United (2003)
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)
6365,"Matrix Reloaded, The (2003)"
6373,Bruce Almighty (2003)
6377,Finding Nemo (2003)
6378,"Italian Job, The (2003)"
6383,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)"
6385,Whale Rider (2002)
6440,Barton Fink (1991)
6482,Dumb and Dumberer: When Harry Met Lloyd (2003)
6502,28 Days Later (2002)
6503,Charlie's Angels: Full Throttle (2003)
6534,Hulk (2003)
6535,"Legally Blonde 2: Red, White & Blonde (2003)"
6537,Terminator 3: Rise of the Machines (2003)
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)"
6548,Bad Boys II (2003)
6550,Johnny English (2003)
6552,Dirty Pretty Things (2002)
6564,Lara Croft Tomb Raider: The Cradle of Life (2003)
6565,Seabiscuit (2003)
6586,American Wedding (American Pie 3) (2003)
6593,Freaky Friday (2003)
6595,S.W.A.T. (2003)
6618,Shaolin Soccer (Siu lam juk kau) (2001)
6620,American Splendor (2003)
6659,Tremors (1990)
6662,"Pink Panther, The (1963)"
6708,Matchstick Men (2003)
6709,Once Upon a Time in Mexico (2003)
6711,Lost in Translation (2003)
6753,Secondhand Lions (2003)
6754,Underworld (2003)
6755,Bubba Ho-tep (2002)
6764,"Rundown, The (2003)"
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)"
6787,All the President's Men (1976)
6793,Beethoven (1992)
6796,Boyz N the Hood (1991)
6807,Monty Python's The Meaning of Life (1983)
6857,Ninja Scroll (Jûbei ninpûchô) (1995)
6863,School of Rock (2003)
6867,"Station Agent, The (2003)"
6870,Mystic River (2003)
6873,Intolerable Cruelty (2003)
6874,Kill Bill: Vol. 1 (2003)
6879,Runaway Jury (2003)
6888,Scary Movie 3 (2003)
6934,"Matrix Revolutions, The (2003)"
6936,Elf (2003)
6942,Love Actually (2003)
6944,Father of the Bride (1991)
6947,Master and Commander: The Far Side of the World (2003)
6953,21 Grams (2003)
6957,Bad Santa (2003)
6979,WarGames (1983)
6993,Hannah and Her Sisters (1986)
7004,Kindergarten Cop (1990)
7022,Battle Royale (Batoru rowaiaru) (2000)
7046,"Witches of Eastwick, The (1987)"
7090,Hero (Ying xiong) (2002)
7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)
7143,"Last Samurai, The (2003)"
7147,Big Fish (2003)
7149,Something's Gotta Give (2003)
7151,Girl with a Pearl Earring (2003)
7153,"Lord of the Rings: The Return of the King, The (2003)"
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)"
7160,Monster (2003)
7162,Cold Mountain (2003)
7163,Paycheck (2003)
7173,Along Came Polly (2004)
7247,Chitty Chitty Bang Bang (1968)
7254,The Butterfly Effect (2004)
7265,"Dreamers, The (2003)"
7293,50 First Dates (2004)
7317,EuroTrip (2004)
7318,"Passion of the Christ, The (2004)"
7323,"Good bye, Lenin! (2003)"
7324,Hidalgo (2004)
7325,Starsky & Hutch (2004)
7346,"Girl Next Door, The (2004)"
7347,Secret Window (2004)
7360,Dawn of the Dead (2004)
7361,Eternal Sunshine of the Spotless Mind (2004)
7367,"Ladykillers, The (2004)"
7371,Dogville (2003)
7373,Hellboy (2004)
7387,Dawn of the Dead (1978)
7438,Kill Bill: Vol. 2 (2004)
7439,"Punisher, The (2004)"
7444,13 Going on 30 (2004)
7445,Man on Fire (2004)
7451,Mean Girls (2004)
7454,Van Helsing (2004)
7458,Troy (2004)
7482,Enter the Dragon (1973)
7569,You Only Live Twice (1967)
8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)"
8360,Shrek 2 (2004)
8361,"Day After Tomorrow, The (2004)"
8366,Saved! (2004)
8368,Harry Potter and the Prisoner of Azkaban (2004)
8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)"
8371,"Chronicles of Riddick, The (2004)"
8373,"Stepford Wives, The (2004)"
8376,Napoleon Dynamite (2004)
8464,Super Size Me (2004)
8528,Dodgeball: A True Underdog Story (2004)
8529,"Terminal, The (2004)"
8533,"Notebook, The (2004)"
8622,Fahrenheit 9/11 (2004)
8623,Roxanne (1987)
8636,Spider-Man 2 (2004)
8638,Before Sunset (2004)
8640,King Arthur (2004)
8641,Anchorman: The Legend of Ron Burgundy (2004)
8644,"I, Robot (2004)"
8665,"Bourne Supremacy, The (2004)"
8781,"Manchurian Candidate, The (2004)"
8783,"Village, The (2004)"
8784,Garden State (2004)
8798,Collateral (2004)
8807,Harold and Kumar Go to White Castle (2004)
8810,AVP: Alien vs. Predator (2004)
8861,Resident Evil: Apocalypse (2004)
8865,Sky Captain and the World of Tomorrow (2004)
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
8874,Shaun of the Dead (2004)
8907,Shark Tale (2004)
8910,I Heart Huckabees (2004)
8914,Primer (2004)
8917,Team America: World Police (2004)
8949,Sideways (2004)
8950,The Machinist (2004)
8957,Saw (2004)
8958,Ray (2004)
8961,"Incredibles, The (2004)"
8965,"Polar Express, The (2004)"
8969,Bridget Jones: The Edge of Reason (2004)
8970,Finding Neverland (2004)
8972,National Treasure (2004)
8981,Closer (2004)
8983,House of Flying Daggers (Shi mian mai fu) (2004)
8984,Ocean's Twelve (2004)
8985,Blade: Trinity (2004)
26662,Kiki's Delivery Service (Majo no takkyûbin) (1989)
26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)
27611,Battlestar Galactica (2003)
27660,"Animatrix, The (2003)"
27706,Lemony Snicket's A Series of Unfortunate Events (2004)
27773,Old Boy (2003)
27801,Ong-Bak: The Thai Warrior (Ong Bak) (2003)
27808,Spanglish (2004)
27815,"Chorus, The (Choristes, Les) (2004)"
27831,Layer Cake (2004)
27904,"Scanner Darkly, A (2006)"
30707,Million Dollar Baby (2004)
30749,Hotel Rwanda (2004)
30793,Charlie and the Chocolate Factory (2005)
30810,"Life Aquatic with Steve Zissou, The (2004)"
30812,"Aviator, The (2004)"
30816,"Phantom of the Opera, The (2004)"
30822,In Good Company (2004)
30825,Meet the Fockers (2004)
31410,"Downfall (Untergang, Der) (2004)"
31433,"Wedding Date, The (2005)"
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004)
31685,Hitch (2005)
31696,Constantine (2005)
